Country Name,Country Code,Parameters,Year,Value,Country Group
India,IND,"Foreign direct investment, net inflows (% of GDP)",1978,0.01,BRICS
Russian Federation,RUS,"Foreign direct investment, net inflows (% of GDP)",1978,1.65,BRICS
China,CHN,"Foreign direct investment, net inflows (% of GDP)",1978,2.52,BRICS
South Africa,ZAF,"Foreign direct investment, net inflows (% of GDP)",1978,-0.21,BRICS
Brazil,BRA,"Foreign direct investment, net inflows (% of GDP)",1978,2.63,BRICS
United States,USA,"Foreign direct investment, net inflows (% of GDP)",1978,0.23,G7
United Kingdom,GBR,"Foreign direct investment, net inflows (% of GDP)",1978,1.13,G7
Italy,ITA,"Foreign direct investment, net inflows (% of GDP)",1978,0.15,G7
Canada,CAN,"Foreign direct investment, net inflows (% of GDP)",1978,1.7,G7
Japan,JPN,"Foreign direct investment, net inflows (% of GDP)",1978,0.0,G7
France,FRA,"Foreign direct investment, net inflows (% of GDP)",1978,0.49,G7
Germany,DEU,"Foreign direct investment, net inflows (% of GDP)",1978,0.22,G7
India,IND,"Foreign direct investment, net outflows (% of GDP)",1978,0.0,BRICS
Russian Federation,RUS,"Foreign direct investment, net outflows (% of GDP)",1978,1.76,BRICS
China,CHN,"Foreign direct investment, net outflows (% of GDP)",1978,0.63,BRICS
South Africa,ZAF,"Foreign direct investment, net outflows (% of GDP)",1978,0.46,BRICS
Brazil,BRA,"Foreign direct investment, net outflows (% of GDP)",1978,0.55,BRICS
United States,USA,"Foreign direct investment, net outflows (% of GDP)",1978,0.61,G7
United Kingdom,GBR,"Foreign direct investment, net outflows (% of GDP)",1978,2.03,G7
Italy,ITA,"Foreign direct investment, net outflows (% of GDP)",1978,0.05,G7
Canada,CAN,"Foreign direct investment, net outflows (% of GDP)",1978,1.04,G7
Japan,JPN,"Foreign direct investment, net outflows (% of GDP)",1978,0.23,G7
France,FRA,"Foreign direct investment, net outflows (% of GDP)",1978,0.38,G7
Germany,DEU,"Foreign direct investment, net outflows (% of GDP)",1978,0.53,G7
India,IND,GDP (current US$),1978,137000000000.0,BRICS
Russian Federation,RUS,GDP (current US$),1978,1034400000000.0,BRICS
China,CHN,GDP (current US$),1978,150000000000.0,BRICS
South Africa,ZAF,GDP (current US$),1978,51607412902.0,BRICS
Brazil,BRA,GDP (current US$),1978,1260147058823.53,BRICS
United States,USA,GDP (current US$),1978,2350000000000.0,G7
United Kingdom,GBR,GDP (current US$),1978,336000000000.0,G7
Italy,ITA,GDP (current US$),1978,315000000000.0,G7
Canada,CAN,GDP (current US$),1978,219000000000.0,G7
Japan,JPN,GDP (current US$),1978,1040000000000.0,G7
France,FRA,GDP (current US$),1978,507000000000.0,G7
Germany,DEU,GDP (current US$),1978,740000000000.0,G7
India,IND,GDP growth (annual %),1978,5.71,BRICS
Russian Federation,RUS,GDP growth (annual %),1978,0.81,BRICS
China,CHN,GDP growth (annual %),1978,11.33,BRICS
South Africa,ZAF,GDP growth (annual %),1978,3.01,BRICS
Brazil,BRA,GDP growth (annual %),1978,4.97,BRICS
United States,USA,GDP growth (annual %),1978,5.54,G7
United Kingdom,GBR,GDP growth (annual %),1978,4.2,G7
Italy,ITA,GDP growth (annual %),1978,3.24,G7
Canada,CAN,GDP growth (annual %),1978,3.74,G7
Japan,JPN,GDP growth (annual %),1978,5.27,G7
France,FRA,GDP growth (annual %),1978,3.98,G7
Germany,DEU,GDP growth (annual %),1978,3.01,G7
India,IND,GDP per capita (current US$),1978,206.08,BRICS
Russian Federation,RUS,GDP per capita (current US$),1978,7105.15,BRICS
China,CHN,GDP per capita (current US$),1978,156.4,BRICS
South Africa,ZAF,GDP per capita (current US$),1978,1846.85,BRICS
Brazil,BRA,GDP per capita (current US$),1978,6495.78,BRICS
United States,USA,GDP per capita (current US$),1978,10564.95,G7
United Kingdom,GBR,GDP per capita (current US$),1978,5976.94,G7
Italy,ITA,GDP per capita (current US$),1978,5610.5,G7
Canada,CAN,GDP per capita (current US$),1978,9154.43,G7
Japan,JPN,GDP per capita (current US$),1978,9012.14,G7
France,FRA,GDP per capita (current US$),1978,9299.77,G7
Germany,DEU,GDP per capita (current US$),1978,9482.04,G7
India,IND,GDP per capita growth (annual %),1978,3.4,BRICS
Russian Federation,RUS,GDP per capita growth (annual %),1978,0.84,BRICS
China,CHN,GDP per capita growth (annual %),1978,9.85,BRICS
South Africa,ZAF,GDP per capita growth (annual %),1978,0.27,BRICS
Brazil,BRA,GDP per capita growth (annual %),1978,2.52,BRICS
United States,USA,GDP per capita growth (annual %),1978,4.42,G7
United Kingdom,GBR,GDP per capita growth (annual %),1978,4.2,G7
Italy,ITA,GDP per capita growth (annual %),1978,2.87,G7
Canada,CAN,GDP per capita growth (annual %),1978,2.71,G7
Japan,JPN,GDP per capita growth (annual %),1978,4.32,G7
France,FRA,GDP per capita growth (annual %),1978,3.47,G7
Germany,DEU,GDP per capita growth (annual %),1978,3.1,G7
India,IND,Gross savings (% of GDP),1978,15.06,BRICS
Russian Federation,RUS,Gross savings (% of GDP),1978,27.76,BRICS
China,CHN,Gross savings (% of GDP),1978,42.07,BRICS
South Africa,ZAF,Gross savings (% of GDP),1978,26.5,BRICS
Brazil,BRA,Gross savings (% of GDP),1978,19.48,BRICS
United States,USA,Gross savings (% of GDP),1978,23.43,G7
United Kingdom,GBR,Gross savings (% of GDP),1978,22.12,G7
Italy,ITA,Gross savings (% of GDP),1978,26.06,G7
Canada,CAN,Gross savings (% of GDP),1978,20.3,G7
Japan,JPN,Gross savings (% of GDP),1978,28.86,G7
France,FRA,Gross savings (% of GDP),1978,25.03,G7
Germany,DEU,Gross savings (% of GDP),1978,21.14,G7
India,IND,Imports of goods and services (% of GDP),1978,6.59,BRICS
Russian Federation,RUS,Imports of goods and services (% of GDP),1978,22.43,BRICS
China,CHN,Imports of goods and services (% of GDP),1978,8.2,BRICS
South Africa,ZAF,Imports of goods and services (% of GDP),1978,22.53,BRICS
Brazil,BRA,Imports of goods and services (% of GDP),1978,7.88,BRICS
United States,USA,Imports of goods and services (% of GDP),1978,9.03,G7
United Kingdom,GBR,Imports of goods and services (% of GDP),1978,26.67,G7
Italy,ITA,Imports of goods and services (% of GDP),1978,19.59,G7
Canada,CAN,Imports of goods and services (% of GDP),1978,24.31,G7
Japan,JPN,Imports of goods and services (% of GDP),1978,8.87,G7
France,FRA,Imports of goods and services (% of GDP),1978,19.2,G7
Germany,DEU,Imports of goods and services (% of GDP),1978,19.54,G7
India,IND,"Inflation, consumer prices (annual %)",1978,2.52,BRICS
Russian Federation,RUS,"Inflation, consumer prices (annual %)",1978,61.16,BRICS
China,CHN,"Inflation, consumer prices (annual %)",1978,4.77,BRICS
South Africa,ZAF,"Inflation, consumer prices (annual %)",1978,11.14,BRICS
Brazil,BRA,"Inflation, consumer prices (annual %)",1978,280.27,BRICS
United States,USA,"Inflation, consumer prices (annual %)",1978,7.63,G7
United Kingdom,GBR,"Inflation, consumer prices (annual %)",1978,8.26,G7
Italy,ITA,"Inflation, consumer prices (annual %)",1978,12.09,G7
Canada,CAN,"Inflation, consumer prices (annual %)",1978,8.97,G7
Japan,JPN,"Inflation, consumer prices (annual %)",1978,4.21,G7
France,FRA,"Inflation, consumer prices (annual %)",1978,9.25,G7
Germany,DEU,"Inflation, consumer prices (annual %)",1978,2.72,G7
India,IND,Population ages 65 and above (% of total population),1978,3.94,BRICS
Russian Federation,RUS,Population ages 65 and above (% of total population),1978,9.82,BRICS
China,CHN,Population ages 65 and above (% of total population),1978,4.18,BRICS
South Africa,ZAF,Population ages 65 and above (% of total population),1978,3.81,BRICS
Brazil,BRA,Population ages 65 and above (% of total population),1978,3.68,BRICS
United States,USA,Population ages 65 and above (% of total population),1978,11.04,G7
United Kingdom,GBR,Population ages 65 and above (% of total population),1978,14.62,G7
Italy,ITA,Population ages 65 and above (% of total population),1978,12.91,G7
Canada,CAN,Population ages 65 and above (% of total population),1978,9.0,G7
Japan,JPN,Population ages 65 and above (% of total population),1978,8.78,G7
France,FRA,Population ages 65 and above (% of total population),1978,13.92,G7
Germany,DEU,Population ages 65 and above (% of total population),1978,15.5,G7
India,IND,Population growth (annual %),1978,2.21,BRICS
Russian Federation,RUS,Population growth (annual %),1978,0.7,BRICS
China,CHN,Population growth (annual %),1978,1.34,BRICS
South Africa,ZAF,Population growth (annual %),1978,2.7,BRICS
Brazil,BRA,Population growth (annual %),1978,2.36,BRICS
United States,USA,Population growth (annual %),1978,1.06,G7
United Kingdom,GBR,Population growth (annual %),1978,0.01,G7
Italy,ITA,Population growth (annual %),1978,0.36,G7
Canada,CAN,Population growth (annual %),1978,1.0,G7
Japan,JPN,Population growth (annual %),1978,0.91,G7
France,FRA,Population growth (annual %),1978,0.49,G7
Germany,DEU,Population growth (annual %),1978,-0.09,G7
India,IND,"Population, total",1978,666267760.0,BRICS
Russian Federation,RUS,"Population, total",1978,137060000.0,BRICS
China,CHN,"Population, total",1978,956165000.0,BRICS
South Africa,ZAF,"Population, total",1978,27943445.0,BRICS
Brazil,BRA,"Population, total",1978,116664382.0,BRICS
United States,USA,"Population, total",1978,222585000.0,G7
United Kingdom,GBR,"Population, total",1978,56196504.0,G7
Italy,ITA,"Population, total",1978,56155143.0,G7
Canada,CAN,"Population, total",1978,23963203.0,G7
Japan,JPN,"Population, total",1978,114913000.0,G7
France,FRA,"Population, total",1978,54486195.0,G7
Germany,DEU,"Population, total",1978,78091820.0,G7
India,IND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1978,7.67,BRICS
Russian Federation,RUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1978,7.17,BRICS
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1978,4.04,BRICS
South Africa,ZAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1978,21.57,BRICS
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1978,9.47,BRICS
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1978,5.84,G7
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1978,6.26,G7
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1978,9.87,G7
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1978,7.81,G7
Japan,JPN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1978,3.72,G7
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1978,9.69,G7
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1978,6.92,G7
India,IND,Current account balance (% of GDP),1979,0.03,BRICS
Russian Federation,RUS,Current account balance (% of GDP),1979,5.66,BRICS
China,CHN,Current account balance (% of GDP),1979,2.15,BRICS
South Africa,ZAF,Current account balance (% of GDP),1979,4.7,BRICS
Brazil,BRA,Current account balance (% of GDP),1979,-1.95,BRICS
United States,USA,Current account balance (% of GDP),1979,-0.01,G7
United Kingdom,GBR,Current account balance (% of GDP),1979,-0.18,G7
Italy,ITA,Current account balance (% of GDP),1979,1.5,G7
Canada,CAN,Current account balance (% of GDP),1979,-3.44,G7
Japan,JPN,Current account balance (% of GDP),1979,2.81,G7
France,FRA,Current account balance (% of GDP),1979,0.84,G7
Germany,DEU,Current account balance (% of GDP),1979,-0.61,G7
India,IND,"Fertility rate, total (births per woman)",1979,4.81,BRICS
Russian Federation,RUS,"Fertility rate, total (births per woman)",1979,1.9,BRICS
China,CHN,"Fertility rate, total (births per woman)",1979,2.75,BRICS
South Africa,ZAF,"Fertility rate, total (births per woman)",1979,4.82,BRICS
Brazil,BRA,"Fertility rate, total (births per woman)",1979,4.12,BRICS
United States,USA,"Fertility rate, total (births per woman)",1979,1.81,G7
United Kingdom,GBR,"Fertility rate, total (births per woman)",1979,1.86,G7
Italy,ITA,"Fertility rate, total (births per woman)",1979,1.73,G7
Canada,CAN,"Fertility rate, total (births per woman)",1979,1.75,G7
Japan,JPN,"Fertility rate, total (births per woman)",1979,1.77,G7
France,FRA,"Fertility rate, total (births per woman)",1979,1.87,G7
Germany,DEU,"Fertility rate, total (births per woman)",1979,1.38,G7
India,IND,"Foreign direct investment, net inflows (% of GDP)",1979,0.03,BRICS
Russian Federation,RUS,"Foreign direct investment, net inflows (% of GDP)",1979,1.65,BRICS
China,CHN,"Foreign direct investment, net inflows (% of GDP)",1979,0.0,BRICS
South Africa,ZAF,"Foreign direct investment, net inflows (% of GDP)",1979,-0.77,BRICS
Brazil,BRA,"Foreign direct investment, net inflows (% of GDP)",1979,2.63,BRICS
United States,USA,"Foreign direct investment, net inflows (% of GDP)",1979,0.31,G7
United Kingdom,GBR,"Foreign direct investment, net inflows (% of GDP)",1979,1.47,G7
Italy,ITA,"Foreign direct investment, net inflows (% of GDP)",1979,0.11,G7
Canada,CAN,"Foreign direct investment, net inflows (% of GDP)",1979,2.18,G7
Japan,JPN,"Foreign direct investment, net inflows (% of GDP)",1979,0.02,G7
France,FRA,"Foreign direct investment, net inflows (% of GDP)",1979,0.42,G7
Germany,DEU,"Foreign direct investment, net inflows (% of GDP)",1979,0.2,G7
India,IND,"Foreign direct investment, net outflows (% of GDP)",1979,0.0,BRICS
Russian Federation,RUS,"Foreign direct investment, net outflows (% of GDP)",1979,1.76,BRICS
China,CHN,"Foreign direct investment, net outflows (% of GDP)",1979,0.63,BRICS
South Africa,ZAF,"Foreign direct investment, net outflows (% of GDP)",1979,0.02,BRICS
Brazil,BRA,"Foreign direct investment, net outflows (% of GDP)",1979,0.55,BRICS
United States,USA,"Foreign direct investment, net outflows (% of GDP)",1979,0.94,G7
United Kingdom,GBR,"Foreign direct investment, net outflows (% of GDP)",1979,2.86,G7
Italy,ITA,"Foreign direct investment, net outflows (% of GDP)",1979,0.14,G7
Canada,CAN,"Foreign direct investment, net outflows (% of GDP)",1979,1.57,G7
Japan,JPN,"Foreign direct investment, net outflows (% of GDP)",1979,0.27,G7
France,FRA,"Foreign direct investment, net outflows (% of GDP)",1979,0.32,G7
Germany,DEU,"Foreign direct investment, net outflows (% of GDP)",1979,0.57,G7
India,IND,GDP (current US$),1979,153000000000.0,BRICS
Russian Federation,RUS,GDP (current US$),1979,1034400000000.0,BRICS
China,CHN,GDP (current US$),1979,178000000000.0,BRICS
South Africa,ZAF,GDP (current US$),1979,63038658089.0,BRICS
Brazil,BRA,GDP (current US$),1979,1260147058823.53,BRICS
United States,USA,GDP (current US$),1979,2630000000000.0,G7
United Kingdom,GBR,GDP (current US$),1979,439000000000.0,G7
Italy,ITA,GDP (current US$),1979,394000000000.0,G7
Canada,CAN,GDP (current US$),1979,244000000000.0,G7
Japan,JPN,GDP (current US$),1979,1080000000000.0,G7
France,FRA,GDP (current US$),1979,614000000000.0,G7
Germany,DEU,GDP (current US$),1979,881000000000.0,G7
India,IND,GDP growth (annual %),1979,-5.24,BRICS
Russian Federation,RUS,GDP growth (annual %),1979,0.81,BRICS
China,CHN,GDP growth (annual %),1979,7.59,BRICS
South Africa,ZAF,GDP growth (annual %),1979,3.79,BRICS
Brazil,BRA,GDP growth (annual %),1979,6.76,BRICS
United States,USA,GDP growth (annual %),1979,3.17,G7
United Kingdom,GBR,GDP growth (annual %),1979,3.75,G7
Italy,ITA,GDP growth (annual %),1979,5.96,G7
Canada,CAN,GDP growth (annual %),1979,3.73,G7
Japan,JPN,GDP growth (annual %),1979,5.48,G7
France,FRA,GDP growth (annual %),1979,3.55,G7
Germany,DEU,GDP growth (annual %),1979,4.15,G7
India,IND,GDP per capita (current US$),1979,224.58,BRICS
Russian Federation,RUS,GDP per capita (current US$),1979,7105.15,BRICS
China,CHN,GDP per capita (current US$),1979,183.98,BRICS
South Africa,ZAF,GDP per capita (current US$),1979,2196.7,BRICS
Brazil,BRA,GDP per capita (current US$),1979,6495.78,BRICS
United States,USA,GDP per capita (current US$),1979,11674.18,G7
United Kingdom,GBR,GDP per capita (current US$),1979,7804.76,G7
Italy,ITA,GDP per capita (current US$),1979,6990.29,G7
Canada,CAN,GDP per capita (current US$),1979,10077.5,G7
Japan,JPN,GDP per capita (current US$),1979,9301.15,G7
France,FRA,GDP per capita (current US$),1979,11213.02,G7
Germany,DEU,GDP per capita (current US$),1979,11281.02,G7
India,IND,GDP per capita growth (annual %),1979,-7.32,BRICS
Russian Federation,RUS,GDP per capita growth (annual %),1979,0.84,BRICS
China,CHN,GDP per capita growth (annual %),1979,6.17,BRICS
South Africa,ZAF,GDP per capita growth (annual %),1979,1.07,BRICS
Brazil,BRA,GDP per capita growth (annual %),1979,4.27,BRICS
United States,USA,GDP per capita growth (annual %),1979,2.03,G7
United Kingdom,GBR,GDP per capita growth (annual %),1979,3.66,G7
Italy,ITA,GDP per capita growth (annual %),1979,5.65,G7
Canada,CAN,GDP per capita growth (annual %),1979,2.7,G7
Japan,JPN,GDP per capita growth (annual %),1979,4.59,G7
France,FRA,GDP per capita growth (annual %),1979,3.04,G7
Germany,DEU,GDP per capita growth (annual %),1979,4.1,G7
